order_id,customer_id,product,quantity,order_date,region,price
85,1034,Keyboard,2,2025-03-17,North,170.4
86,3253,Mouse,4,2025-10-30,East,175.72
87,4152,Laptop,5,2024-11-23,North,4520.2
88,2955,Monitor,3,2024-03-05,East,1718.42
89,2585,Headphones,4,2025-12-25,West,329.51
90,4943,Monitor,5,2025-03-16,West,1843.89
91,4459,Phone,5,2024-09-03,East,1424.36
92,4073,Keyboard,5,2023-02-04,East,152.1
93,2021,Keyboard,3,2024-07-10,East,113.93
94,4461,Webcam,3,2024-05-05,North,223.39
95,3613,Keyboard,3,2023-09-11,North,296.63
96,2129,Keyboard,2,2023-01-17,West,193.31
97,4843,SSD,3,2023-09-18,North,523.99
98,4893,Keyboard,3,2024-12-28,South,115.84
99,2500,Keyboard,3,2024-05-15,East,288.98
100,1702,Laptop,4,2025-10-12,West,2039.52
101,3449,Headphones,3,2023-10-13,East,565.12
102,3777,Webcam,2,2023-01-07,East,367.36
103,2579,SSD,5,2024-10-20,East,180.31
104,1161,Keyboard,4,2025-07-25,East,201.21
105,1201,Webcam,1,2023-02-21,East,331.28
106,2981,Headphones,3,2023-08-31,West,301.9
107,1995,SSD,5,2024-06-01,East,191.34
108,3317,Mouse,5,2025-08-27,South,171.0
109,4934,Keyboard,4,2023-04-19,West,166.62
110,1815,Webcam,1,2025-07-09,East,164.24
111,4342,Monitor,2,2023-03-07,North,606.28
112,1455,SSD,5,2025-10-30,North,438.08
113,4533,SSD,5,2023-07-21,West,169.04
114,4798,Webcam,5,2025-06-19,South,333.15
115,2275,Keyboard,5,2023-08-02,East,242.69
116,2016,Phone,4,2023-03-09,South,1349.0
117,4773,Laptop,1,2025-01-28,South,3416.86
118,3343,Monitor,5,2025-05-15,East,1503.83
119,4796,Monitor,2,2023-11-23,South,
120,3767,Phone,2,2025-12-09,South,1684.26
121,4820,Keyboard,3,2025-11-06,North,299.17
122,1337,SSD,5,2024-06-06,West,296.3
123,1878,SSD,5,2025-09-14,West,386.92
124,2076,Laptop,5,2025-09-30,East,2346.85
125,1791,Monitor,5,2024-05-18,East,1334.66
126,4993,Laptop,5,2025-01-25,East,3608.94
127,3264,Monitor,2,2024-04-17,West,1773.22
128,1763,Keyboard,1,2025-05-07,East,299.14
129,3235,Mouse,1,2024-06-24,West,197.65
130,1379,Monitor,3,2025-05-18,South,854.45
131,1492,Mouse,2,2025-05-27,South,87.54
132,4112,Monitor,5,2025-07-28,East,911.99
133,2180,SSD,1,2025-05-26,South,239.86
134,3062,Headphones,4,2025-03-07,South,175.07
135,4884,Keyboard,4,2024-04-16,East,177.94
136,1064,Phone,4,2025-04-17,South,2283.25
137,4928,Mouse,5,2023-03-25,East,130.28
138,4910,Phone,5,2024-01-12,North,2283.53
139,3568,Keyboard,3,2023-07-23,East,289.87
140,2367,Webcam,3,2025-10-05,North,202.61
141,2152,Phone,3,2024-05-18,West,2220.64
142,3027,Keyboard,4,2024-06-22,South,63.08
143,3695,SSD,5,2023-01-17,East,366.48
144,2495,Phone,4,2024-07-28,East,
145,4134,Mouse,3,2024-07-29,North,64.82
146,2162,Headphones,5,2025-10-11,East,319.2
147,2522,Phone,2,2025-11-28,West,1554.29
148,3640,Mouse,1,2023-05-10,North,167.45
149,1391,Monitor,1,2023-04-25,South,1803.38
150,2698,Keyboard,3,2025-08-07,South,214.24
151,1418,Laptop,4,2025-12-04,North,3900.16
152,3336,Webcam,2,2023-08-04,West,115.26
153,1378,SSD,5,2025-04-27,South,408.87
154,2796,Laptop,4,2024-11-19,East,2823.33
155,4561,SSD,3,2025-09-29,North,282.64
156,3278,Keyboard,4,2023-09-22,North,73.69
157,4065,SSD,3,2024-09-08,North,436.14
158,3088,Headphones,1,2023-10-28,South,391.9
159,4099,Phone,1,2025-09-11,East,1174.46
160,3182,Headphones,4,2024-02-10,North,231.52
161,1200,Laptop,2,2023-06-10,West,4319.0
162,2863,Webcam,5,2023-01-26,East,333.74
163,1779,Mouse,3,2023-03-24,North,113.82
164,3977,Webcam,5,2023-06-22,North,127.68
165,4104,Keyboard,-1,2025-09-25,North,63.9
166,4119,Keyboard,2,2025-03-04,North,117.87
167,1502,Headphones,2,2025-12-29,South,465.59
168,3454,Mouse,5,2025-04-14,West,132.14
169,4645,Headphones,1,2023-01-06,West,459.05
170,2751,Phone,5,2025-03-06,West,1601.97
171,1804,Monitor,4,2024-06-08,South,1632.06
172,3146,Mouse,2,2023-03-04,South,111.74
173,3731,Monitor,2,2025-11-02,West,626.02
174,2895,Webcam,4,2025-01-30,East,105.55
175,3773,Phone,1,2023-07-24,South,2213.55
176,2570,SSD,2,2025-06-15,South,433.33
177,1960,SSD,3,2023-02-09,South,275.61
178,4810,Monitor,3,2025-11-20,East,1635.76
179,3660,Laptop,1,2025-05-26,West,2407.21
180,2485,Webcam,4,2025-04-04,North,286.48
181,3690,Monitor,5,2025-06-27,North,1984.23
182,4840,Phone,1,2024-02-02,South,1055.03
183,2028,Monitor,5,2024-09-25,North,712.92
184,4289,Keyboard,1,2025-04-18,East,166.96
185,1502,Headphones,3,2024-08-22,East,421.33
186,3814,Laptop,4,2024-09-16,South,2079.64
187,1397,Keyboard,3,2025-07-26,East,174.92
188,1870,Keyboard,4,2025-06-02,South,70.79
189,3842,Phone,5,2024-02-29,East,1210.25
190,1392,Headphones,1,2024-01-22,East,456.2
191,1206,Headphones,2,2025-09-30,North,469.43
192,2038,Mouse,2,2025-05-07,East,154.05
193,2881,Webcam,4,2024-09-14,South,100.85
194,4625,Laptop,4,2023-03-31,South,4360.29
195,3939,Webcam,3,2024-01-20,North,218.31
196,2484,Phone,2,2025-09-23,South,
197,4762,Laptop,3,2024-10-08,East,3259.07
198,4646,Mouse,5,2024-02-26,North,175.69
199,1863,Monitor,2,2025-05-23,East,1519.96
200,3790,Keyboard,5,2023-02-22,West,175.01
201,4312,Laptop,1,2025-09-12,South,4502.86
202,1563,Webcam,3,2025-10-10,North,337.72
203,2020,Keyboard,4,2024-11-15,North,51.26
204,1095,Phone,2,2023-06-28,North,1614.1
205,2923,Webcam,3,2023-10-20,North,93.52
206,2757,Monitor,4,2024-01-10,East,960.78
207,3532,Phone,-1,2025-12-18,North,2166.52
208,4478,SSD,2,2025-12-13,East,574.82
209,3278,Monitor,5,2025-03-06,North,863.1
210,3796,Monitor,1,2023-01-16,North,532.14
211,2678,Keyboard,4,2023-06-25,North,150.58
212,4242,Phone,2,2023-05-09,North,1369.7
213,1540,Phone,2,2025-06-02,North,1950.84
214,2059,Laptop,1,2024-03-01,East,3485.17
215,3572,Webcam,2,2023-12-20,East,207.63
216,2183,SSD,4,2025-01-19,North,253.3
217,4910,Phone,1,2025-01-13,East,2208.42
218,2722,Laptop,5,2025-10-23,North,2745.17
219,4314,SSD,1,2024-04-23,North,174.63
220,4157,Headphones,1,2025-09-02,West,382.31
221,2819,Headphones,5,2023-02-13,West,258.67
222,3625,SSD,4,2023-06-04,West,470.6
223,3729,Headphones,3,2025-08-04,North,140.44
224,3604,Mouse,3,2025-07-16,West,194.27
225,2597,Phone,5,2023-04-09,East,1117.66
226,4060,Mouse,4,2023-06-20,East,90.7
227,3693,Webcam,2,2023-05-28,West,233.91
228,1795,Phone,5,2023-05-03,West,2313.2
229,2051,Laptop,3,2023-04-22,East,4167.62
230,2643,Mouse,4,2025-10-19,West,54.62
231,4627,Mouse,1,2025-10-08,South,104.56
232,2363,Webcam,4,2023-03-09,East,253.73
233,4869,Mouse,4,2025-04-07,North,149.36
234,2981,Monitor,3,2025-06-10,West,1357.72
235,2354,Laptop,3,2025-10-25,East,3372.0
236,2663,Headphones,2,2023-08-18,West,482.77
237,2529,Laptop,2,2023-06-09,South,3134.17
238,3038,Monitor,5,2023-07-05,East,1980.76
239,4419,Webcam,1,2025-10-10,South,383.29
240,2496,Webcam,2,2025-05-26,East,306.36
241,4302,Phone,3,2024-07-05,East,2300.44
242,3237,Laptop,4,2023-05-27,North,3179.53
243,4296,SSD,5,2024-03-11,South,411.66
244,2408,SSD,2,2025-01-01,East,272.69
245,2400,Webcam,4,2023-03-01,South,363.4
246,2306,Mouse,4,2025-04-22,South,110.07
247,3680,Webcam,2,2024-02-08,North,251.57
248,3675,Webcam,1,2025-05-30,North,356.66
249,1972,Webcam,1,2024-09-06,West,335.13
250,2768,Webcam,5,2023-12-02,West,182.96
251,2282,SSD,1,2025-04-10,East,189.34
252,4430,SSD,5,2023-10-12,North,222.94
253,1709,Headphones,3,2023-05-09,East,269.55
254,2479,Headphones,2,2023-11-11,East,252.65
255,2434,Phone,4,2025-08-17,East,865.13
256,1648,Webcam,5,2023-03-12,South,218.26
257,1317,SSD,1,2023-12-11,North,197.63
258,4748,Laptop,5,2023-06-25,East,2662.67
259,4296,Monitor,5,2025-06-02,South,1681.22
260,4890,Phone,1,2023-05-23,West,1641.3
261,2257,SSD,1,2025-07-19,East,317.83
262,1683,Laptop,2,2025-11-12,South,2556.31
263,1663,Webcam,4,2023-06-30,East,357.21
264,2998,Keyboard,2,2025-12-04,South,275.92
265,4898,Webcam,2,2023-04-02,North,245.98
266,4445,Headphones,1,2023-02-03,South,560.64
267,4743,Monitor,1,2024-11-08,North,1197.18
268,2631,SSD,4,2025-01-28,North,198.26
269,2495,SSD,5,2024-01-17,North,157.67
270,4304,Mouse,2,2025-08-23,North,51.82
271,4763,Monitor,4,2024-01-22,North,1433.98
272,2136,Mouse,2,2024-06-18,East,84.55
273,2853,Monitor,5,2023-07-19,North,1472.46
274,2520,Headphones,2,2023-10-02,South,353.99
275,3489,Mouse,3,2024-05-15,South,86.61
276,1563,Laptop,4,2024-04-03,North,2656.04
277,2291,Mouse,1,2023-02-19,West,43.78
278,4581,Phone,2,2025-08-27,East,2130.06
279,4878,Laptop,4,2025-09-14,West,4457.01
280,4457,Phone,4,2024-06-15,South,1720.47
281,4458,Webcam,2,2025-09-30,East,130.27
282,4184,Monitor,1,2024-09-19,West,895.29
283,2636,Laptop,1,2023-12-05,South,4865.44
284,4696,Monitor,2,2025-12-12,East,838.91
285,3999,Webcam,4,2023-01-04,East,98.18
286,4152,Keyboard,1,2023-10-08,West,187.51
287,1698,SSD,2,2023-03-14,North,267.86
288,3160,Monitor,2,2025-02-06,East,1936.15
289,1001,Webcam,2,2025-08-28,North,263.93
290,1641,Monitor,4,2025-09-24,West,1948.72
291,3267,Webcam,1,2023-07-27,East,331.38
292,2589,Phone,4,2023-09-17,West,2029.24
293,1854,Webcam,3,2025-07-18,West,345.72
294,2759,Mouse,1,2023-09-20,East,132.83
295,4296,Keyboard,4,2025-02-21,East,52.78
296,3432,Monitor,1,2024-05-19,East,1088.7
297,4474,Webcam,3,2023-07-22,South,150.09
298,2661,Webcam,5,2023-02-21,South,218.98
299,2153,Monitor,2,2023-12-29,North,1205.82
300,2076,SSD,4,2023-02-14,South,207.52
301,2707,Keyboard,3,2025-04-06,West,55.86
302,3777,Keyboard,3,2025-02-27,North,84.55
303,2695,Webcam,1,2025-02-09,East,354.38
304,2733,Laptop,1,2023-05-22,North,4267.56
305,2439,Phone,2,2025-03-07,South,2158.12
306,3294,Keyboard,1,2023-02-06,North,119.08
307,1835,Keyboard,4,2023-02-14,South,109.02
308,4510,Headphones,4,2025-07-08,North,118.69
309,1202,Mouse,-1,2025-12-05,East,110.29
310,4255,Keyboard,5,2024-07-18,East,145.6
311,1122,Phone,4,2023-10-28,East,2221.01
312,1400,Mouse,1,2023-10-15,East,145.92
313,1766,Mouse,1,2025-02-24,West,54.53
314,1293,Monitor,4,2023-09-26,East,1980.73
315,3327,Monitor,3,2025-03-01,North,1655.96
316,4908,Monitor,3,2025-12-21,North,1580.36
317,3931,Monitor,3,2024-08-03,North,824.92
318,4681,Headphones,2,2025-07-24,South,552.58
319,1197,Keyboard,5,2023-12-20,East,168.48
320,4029,Monitor,4,2025-08-25,West,946.48
321,2930,Webcam,2,2023-03-12,East,289.55
322,4582,Laptop,3,2025-04-14,East,2635.26
323,3799,Monitor,4,2024-02-17,North,1861.35
324,3191,Keyboard,2,2024-09-03,North,263.59
325,1608,Monitor,1,2025-12-20,West,1197.37
326,4272,Headphones,3,2024-09-06,North,195.33
327,2147,Phone,2,2024-06-12,West,1644.06
328,1186,Phone,1,2023-07-10,North,1053.53
329,4397,Keyboard,3,2023-03-19,West,117.46
330,3511,Webcam,5,2025-06-07,East,234.47
331,4420,Phone,3,2025-08-06,East,835.94
332,2794,SSD,5,2023-01-17,West,494.58
333,1659,Phone,5,2025-03-25,South,1134.76
334,3811,Laptop,5,2024-03-09,North,4599.83
335,4002,Keyboard,4,2025-12-02,North,55.56
336,2955,Webcam,4,2025-12-27,North,250.28
337,3450,Keyboard,5,2023-07-31,South,244.16
338,2369,Phone,1,2023-07-22,West,1204.51
339,2986,Phone,5,2024-12-26,North,2002.84
340,2534,Phone,2,2023-04-19,West,2025.48
341,1146,Mouse,5,2025-08-25,West,138.43
342,4219,Headphones,4,2023-10-11,East,282.13
343,3911,Monitor,4,2025-07-29,West,1677.6
344,2734,SSD,2,2025-01-06,East,432.8
345,2843,Headphones,2,2025-07-20,East,395.19
346,1488,Keyboard,3,2024-08-25,East,254.79
347,3976,SSD,1,2024-05-05,East,260.09
348,2959,Laptop,1,2023-01-19,North,2697.46
349,2663,Monitor,1,2025-03-11,North,1079.67
350,3598,Laptop,4,2025-01-29,East,2219.4
351,3385,Webcam,1,2025-07-17,North,187.97
352,3919,Mouse,3,2023-10-25,West,99.07
353,1640,Keyboard,3,2024-12-05,East,173.76
354,2802,Mouse,1,2025-03-25,South,73.18
355,3520,Keyboard,2,2025-03-13,North,276.71
356,2969,Laptop,3,2024-01-08,South,2855.24
357,3198,Laptop,2,2025-07-16,South,4554.65
358,2438,Laptop,4,2025-08-08,North,3334.86
359,4369,Keyboard,3,2025-04-23,West,229.54
360,2634,Phone,2,2025-08-04,North,988.53
361,1262,Laptop,1,2024-03-18,East,3633.91
362,2787,Mouse,4,2023-05-22,North,193.34
363,3191,Webcam,5,2024-02-06,West,293.2
364,3393,Monitor,5,2025-04-02,East,1730.43
365,1623,Keyboard,1,2023-08-10,East,115.27
366,2016,SSD,4,2025-01-06,East,510.08
367,4643,Mouse,4,2025-09-20,East,89.71
368,1880,Headphones,4,2023-04-23,North,342.54
369,3049,Webcam,4,2025-12-29,South,140.15
370,3944,Headphones,5,2024-08-20,North,342.85
371,2327,Monitor,2,2025-06-22,South,1273.55
372,3301,Phone,4,2024-04-29,South,1857.96
373,4723,Laptop,2,2024-07-04,West,4605.9
374,1452,Keyboard,4,2025-10-30,North,126.21
375,4108,Mouse,3,2023-01-03,North,
376,2183,SSD,3,2024-10-23,West,531.46
377,4062,Laptop,3,2023-03-08,West,3208.77
378,3056,Mouse,4,2024-12-05,West,68.53
379,4304,Keyboard,2,2023-04-08,East,67.87
380,4170,Headphones,5,2025-12-16,North,217.18
381,2682,Laptop,1,2023-03-29,West,4653.57
382,3863,Monitor,5,2025-08-29,North,938.05
383,3255,Phone,4,2024-10-14,North,1034.57
384,2154,Monitor,3,2024-10-17,North,534.01
385,1403,Phone,3,2025-06-30,East,1306.06
386,3199,Webcam,2,2024-01-06,North,149.17
387,3101,Mouse,4,2024-01-10,East,47.37
388,4191,Laptop,5,2023-02-21,North,4853.26
389,2696,Laptop,4,2023-02-10,North,2802.87
390,4991,Webcam,4,2025-03-26,South,81.98
391,1627,Phone,3,2023-04-01,South,
392,1586,Headphones,5,2023-02-08,West,389.26
393,2648,Keyboard,1,2025-11-02,West,70.7
394,2443,Monitor,3,2025-06-18,North,547.13
395,2445,Webcam,5,2024-09-12,West,114.51
396,1103,SSD,2,2023-04-14,East,416.17
397,4923,SSD,3,2025-01-12,South,177.84
398,1253,Mouse,2,2023-02-12,East,126.58
399,4298,Webcam,3,2023-07-28,West,288.81
400,4183,Monitor,4,2024-08-22,North,721.37
401,3557,Monitor,5,2024-08-27,North,1232.65
402,2496,Mouse,2,2024-04-20,South,193.86
403,1098,Mouse,3,2023-04-19,North,172.2
404,3200,Laptop,2,2023-08-02,South,
405,2884,Monitor,3,2024-02-13,East,1276.6
406,3961,Keyboard,3,2025-02-09,West,148.57
407,2919,SSD,1,2024-09-24,South,353.15
408,1877,Keyboard,1,2023-03-18,North,241.15
409,1337,Phone,1,2023-04-05,East,1742.31
410,4777,Webcam,2,2023-09-26,South,324.69
411,3869,Mouse,4,2023-12-27,West,194.88
412,4234,Laptop,3,2024-06-13,West,3921.54
413,4791,Keyboard,5,2024-11-13,West,200.78
414,1956,Headphones,1,2023-06-11,East,303.08
415,2704,SSD,2,2024-04-09,South,238.54
416,1160,Laptop,2,2025-04-02,North,3122.6
417,2603,Laptop,2,2024-07-01,East,3560.29
418,3848,Keyboard,5,2023-02-21,West,58.71
419,1397,Headphones,5,2024-05-02,North,337.9
420,2300,Phone,1,2023-04-02,North,2265.65
421,1815,Keyboard,5,2024-10-12,West,294.16
422,4987,Headphones,1,2023-12-23,North,527.77
423,2527,Laptop,5,2024-12-19,North,2515.95
424,2919,SSD,5,2023-07-18,West,219.76
425,2415,Headphones,5,2025-03-25,North,296.66
426,2158,Laptop,1,2023-08-05,North,2676.29
427,2218,Webcam,3,2024-07-09,East,296.32
428,1400,Keyboard,1,2025-03-13,East,71.14
429,1639,Mouse,3,2024-12-01,South,105.43
430,4104,Keyboard,2,2024-05-17,South,120.09
431,3735,Webcam,2,2024-04-13,East,270.53
432,1459,Monitor,1,2024-01-01,East,1695.6
433,1954,Monitor,3,2024-09-15,North,1885.34
434,4954,Monitor,3,2025-07-08,North,1945.78
435,1469,Keyboard,3,2024-07-14,East,137.8
436,4446,Phone,2,2025-04-02,East,2254.94
437,2045,Keyboard,1,2025-08-24,East,197.99
438,3797,SSD,4,2024-10-24,East,461.51
439,2693,Webcam,3,2025-01-20,East,352.36
440,3085,SSD,3,2024-01-18,North,208.55
441,3277,Webcam,4,2023-11-05,West,383.17
442,4436,Mouse,1,2023-06-25,West,123.06
443,1562,Headphones,3,2023-08-16,East,268.0
444,3485,Keyboard,1,2023-12-13,North,134.68
445,2799,Keyboard,3,2025-10-17,East,237.75
446,4354,Laptop,5,2023-12-16,East,4035.98
447,3074,Webcam,3,2024-03-30,North,313.43
448,1225,Laptop,5,2024-03-16,East,
449,4348,Laptop,1,2025-01-30,East,2510.59
450,1797,Keyboard,3,2024-05-29,West,230.46
451,4680,Phone,2,2023-10-15,North,1307.42
452,3331,Headphones,2,2023-01-08,North,211.22
453,3926,Headphones,4,2023-03-28,East,207.3
454,1959,SSD,2,2025-09-24,West,216.78
455,2504,Webcam,5,2023-10-13,East,
456,1452,Mouse,2,2023-03-15,East,74.36
457,4067,Webcam,2,2025-03-16,North,366.04
458,4900,Phone,2,2023-06-07,East,1971.54
459,1815,Phone,3,2024-03-05,West,2064.57
460,1658,Headphones,4,2025-04-25,East,301.81
461,4587,Monitor,1,2023-02-05,West,1400.31
462,1546,Laptop,4,2025-10-17,East,3502.39
463,2215,Laptop,5,2025-08-31,West,2502.35
464,4120,Headphones,3,2025-10-14,North,123.93
465,4583,Webcam,3,2024-12-13,North,298.73
466,1016,Phone,2,2025-12-05,North,1005.99
467,4243,Webcam,2,2024-05-02,South,98.35
468,2243,Mouse,5,2024-09-10,South,105.12
469,3205,Monitor,3,2023-06-19,East,1607.04
470,3524,Headphones,1,2023-05-26,West,484.43
471,2069,Laptop,4,2025-05-17,East,4620.41
472,4444,Keyboard,3,2024-02-24,North,99.8
473,3565,Webcam,1,2024-07-26,West,395.4
474,3146,Phone,1,2025-10-23,East,2097.46
475,4963,Keyboard,4,2025-03-09,East,89.3
476,2768,Mouse,1,2023-11-17,West,172.92
477,2060,Headphones,5,2023-09-03,West,349.48
478,3327,Webcam,1,2024-04-21,East,101.29
479,4420,Laptop,5,2025-02-21,West,2396.13
480,3544,Webcam,1,2024-06-16,East,218.85
481,1301,Monitor,2,2023-08-25,South,1295.76
482,1180,SSD,1,2025-09-01,East,576.37
483,1606,Keyboard,5,2024-11-09,South,103.93
484,4170,Monitor,1,2024-08-01,South,1211.16
485,1699,Mouse,1,2023-05-10,East,68.4
486,1992,Laptop,1,2023-01-11,North,3675.2
487,2139,Keyboard,5,2023-09-14,East,277.33
488,1190,Mouse,1,2025-03-26,East,126.52
489,3300,Monitor,4,2024-01-04,West,1265.11
490,1980,Monitor,4,2025-08-01,South,
491,3975,SSD,5,2025-05-31,West,216.43
492,3006,Keyboard,2,2023-01-19,West,276.4
493,2184,Laptop,4,2023-04-20,East,3732.9
494,4327,Monitor,3,2024-05-19,East,1529.46
495,4394,Headphones,4,2025-11-23,South,509.48
496,1127,SSD,3,2025-09-29,West,435.77
497,3065,Mouse,5,2023-09-12,East,139.0
498,2816,Keyboard,2,2024-09-29,South,232.41
499,2758,Phone,3,2023-05-14,South,888.8
500,3613,Phone,3,2024-05-13,East,1449.76
501,1569,Laptop,4,2024-02-01,North,4888.81
502,2346,Headphones,3,2024-10-08,East,228.97
503,2895,Monitor,5,2024-11-15,North,1313.38
504,3733,Phone,5,2023-01-19,East,1098.23
505,4863,Laptop,5,2025-10-07,East,2969.82
506,1625,Mouse,4,2023-04-29,West,151.9
507,4359,SSD,2,2023-10-29,East,439.39
508,3901,Headphones,4,2023-08-15,East,307.16
509,2686,Headphones,5,2023-12-22,West,569.04
510,4009,Webcam,4,2024-12-01,East,328.01
511,4710,Laptop,5,2024-05-01,West,2803.77
512,1154,Laptop,1,2023-08-11,North,3396.34
513,3537,Webcam,1,2025-09-21,West,360.97
514,2409,SSD,3,2024-05-14,North,160.11
515,1784,Monitor,2,2025-11-11,West,1372.2
516,4175,Laptop,1,2023-12-31,South,2695.88
517,4464,Webcam,5,2025-12-03,North,100.42
518,4882,Monitor,4,2024-06-02,North,1869.29
519,1245,SSD,4,2024-06-12,North,517.33
520,4247,Monitor,3,2023-07-05,South,777.94
521,4110,Keyboard,4,2025-03-08,East,259.24
522,2500,Headphones,1,2025-09-08,West,173.21
523,2705,Mouse,4,2023-12-14,South,110.95
524,3806,Headphones,1,2025-07-10,North,462.89
525,1537,Headphones,1,2025-07-09,East,366.9
526,2890,Keyboard,2,2025-08-14,North,262.7
527,2841,Monitor,3,2023-12-27,West,1425.32
528,1920,Monitor,5,2023-07-01,South,1147.93
529,3455,Laptop,1,2023-04-07,East,4775.49
530,1524,Keyboard,3,2024-07-16,North,59.07
531,3875,Laptop,5,2023-11-10,North,3465.2
532,2529,Keyboard,4,2025-08-12,East,215.2
533,3950,Laptop,3,2023-01-21,South,4508.18
534,4896,Phone,3,2025-03-15,West,1719.97
535,1035,Webcam,3,2024-07-29,East,363.37
536,1684,Headphones,4,2024-02-07,West,313.14
537,1019,Headphones,4,2024-09-04,West,258.56
538,3368,SSD,3,2025-08-27,North,588.22
539,4847,Mouse,2,2024-11-23,West,143.42
540,3559,Webcam,1,2025-08-16,North,216.25
541,1399,Monitor,4,2025-05-21,East,1817.28
542,3701,Mouse,2,2025-04-19,East,146.12
543,1971,Phone,4,2023-04-13,South,1884.49
544,2906,SSD,3,2023-11-29,North,477.84
545,3518,Mouse,2,2025-01-22,East,155.51
546,2166,SSD,5,2023-05-14,West,371.84
547,2115,Headphones,1,2024-02-29,West,309.65
548,4425,Monitor,1,2025-07-25,East,1863.92
549,1833,Phone,4,2024-05-19,North,1645.32
550,2823,Headphones,1,2025-05-20,West,207.91
551,3774,Webcam,5,2023-07-09,West,246.91
552,2982,Laptop,2,2024-09-03,South,2103.27
553,1853,Keyboard,2,2023-02-21,North,230.83
554,1050,Phone,3,2024-09-03,West,1015.87
