order_id,customer_id,product,quantity,order_date,region,price,revenue,category
66,2297,Monitor,2.0,2025-02-15,North,840.02,1680.04,High
67,3435,Keyboard,2.0,2023-07-18,East,257.17,514.34,High
68,1600,Laptop,3.0,2025-11-22,South,3661.41,10984.23,High
69,3363,Keyboard,2.0,2024-02-12,North,296.81,593.62,High
70,3061,Mouse,3.0,2023-08-09,South,65.75,197.25,High
71,1241,Phone,2.0,2025-12-28,East,2029.89,4059.78,High
72,3041,Webcam,4.0,2025-04-19,East,255.21,1020.84,High
74,4417,SSD,4.0,2024-07-07,East,269.7,1078.8,High
75,3612,Webcam,3.0,2024-07-31,East,99.02,297.06,High
76,3945,Webcam,3.0,2024-06-16,South,254.04,762.12,High
77,2363,SSD,4.0,2023-12-01,South,384.73,1538.92,High
78,3139,Monitor,1.0,2025-10-17,North,967.56,967.56,High
79,2390,SSD,1.0,2023-09-03,North,593.94,593.94,High
80,4003,Headphones,5.0,2024-09-02,West,134.86,674.3000000000001,High
81,2478,Webcam,2.0,2023-11-25,West,262.25,524.5,High
82,4499,Webcam,5.0,2024-06-30,North,163.27,816.35,High
83,3556,SSD,1.0,2023-12-05,South,150.86,150.86,High
84,1775,Monitor,4.0,2025-09-20,West,1981.77,7927.08,High
85,1034,Keyboard,2.0,2025-03-17,North,170.4,340.8,High
86,3253,Mouse,4.0,2025-10-30,East,175.72,702.88,High
87,4152,Laptop,5.0,2024-11-23,North,4520.2,22601.0,High
88,2955,Monitor,3.0,2024-03-05,East,1718.42,5155.26,High
89,2585,Headphones,4.0,2025-12-25,West,329.51,1318.04,High
90,4943,Monitor,5.0,2025-03-16,West,1843.89,9219.45,High
91,4459,Phone,5.0,2024-09-03,East,1424.36,7121.799999999999,High
92,4073,Keyboard,5.0,2023-02-04,East,152.1,760.5,High
93,2021,Keyboard,3.0,2024-07-10,East,113.93,341.79,High
94,4461,Webcam,3.0,2024-05-05,North,223.39,670.17,High
95,3613,Keyboard,3.0,2023-09-11,North,296.63,889.89,High
96,2129,Keyboard,2.0,2023-01-17,West,193.31,386.62,High
97,4843,SSD,3.0,2023-09-18,North,523.99,1571.97,High
98,4893,Keyboard,3.0,2024-12-28,South,115.84,347.52,High
99,2500,Keyboard,3.0,2024-05-15,East,288.98,866.94,High
100,1702,Laptop,4.0,2025-10-12,West,2039.52,8158.08,High
101,3449,Headphones,3.0,2023-10-13,East,565.12,1695.3600000000001,High
102,3777,Webcam,2.0,2023-01-07,East,367.36,734.72,High
103,2579,SSD,5.0,2024-10-20,East,180.31,901.55,High
104,1161,Keyboard,4.0,2025-07-25,East,201.21,804.84,High
105,1201,Webcam,1.0,2023-02-21,East,331.28,331.28,High
106,2981,Headphones,3.0,2023-08-31,West,301.9,905.6999999999999,High
107,1995,SSD,5.0,2024-06-01,East,191.34,956.7,High
108,3317,Mouse,5.0,2025-08-27,South,171.0,855.0,High
109,4934,Keyboard,4.0,2023-04-19,West,166.62,666.48,High
110,1815,Webcam,1.0,2025-07-09,East,164.24,164.24,High
111,4342,Monitor,2.0,2023-03-07,North,606.28,1212.56,High
112,1455,SSD,5.0,2025-10-30,North,438.08,2190.4,High
113,4533,SSD,5.0,2023-07-21,West,169.04,845.1999999999999,High
114,4798,Webcam,5.0,2025-06-19,South,333.15,1665.75,High
115,2275,Keyboard,5.0,2023-08-02,East,242.69,1213.45,High
116,2016,Phone,4.0,2023-03-09,South,1349.0,5396.0,High
117,4773,Laptop,1.0,2025-01-28,South,3416.86,3416.86,High
118,3343,Monitor,5.0,2025-05-15,East,1503.83,7519.15,High
120,3767,Phone,2.0,2025-12-09,South,1684.26,3368.52,High
121,4820,Keyboard,3.0,2025-11-06,North,299.17,897.51,High
122,1337,SSD,5.0,2024-06-06,West,296.3,1481.5,High
123,1878,SSD,5.0,2025-09-14,West,386.92,1934.6000000000001,High
124,2076,Laptop,5.0,2025-09-30,East,2346.85,11734.25,High
125,1791,Monitor,5.0,2024-05-18,East,1334.66,6673.3,High
126,4993,Laptop,5.0,2025-01-25,East,3608.94,18044.7,High
127,3264,Monitor,2.0,2024-04-17,West,1773.22,3546.44,High
128,1763,Keyboard,1.0,2025-05-07,East,299.14,299.14,High
129,3235,Mouse,1.0,2024-06-24,West,197.65,197.65,High
130,1379,Monitor,3.0,2025-05-18,South,854.45,2563.3500000000004,High
131,1492,Mouse,2.0,2025-05-27,South,87.54,175.08,High
132,4112,Monitor,5.0,2025-07-28,East,911.99,4559.95,High
133,2180,SSD,1.0,2025-05-26,South,239.86,239.86,High
134,3062,Headphones,4.0,2025-03-07,South,175.07,700.28,High
135,4884,Keyboard,4.0,2024-04-16,East,177.94,711.76,High
136,1064,Phone,4.0,2025-04-17,South,2283.25,9133.0,High
137,4928,Mouse,5.0,2023-03-25,East,130.28,651.4,High
138,4910,Phone,5.0,2024-01-12,North,2283.53,11417.650000000001,High
139,3568,Keyboard,3.0,2023-07-23,East,289.87,869.61,High
140,2367,Webcam,3.0,2025-10-05,North,202.61,607.83,High
141,2152,Phone,3.0,2024-05-18,West,2220.64,6661.92,High
142,3027,Keyboard,4.0,2024-06-22,South,63.08,252.32,High
143,3695,SSD,5.0,2023-01-17,East,366.48,1832.4,High
145,4134,Mouse,3.0,2024-07-29,North,64.82,194.45999999999998,High
146,2162,Headphones,5.0,2025-10-11,East,319.2,1596.0,High
147,2522,Phone,2.0,2025-11-28,West,1554.29,3108.58,High
148,3640,Mouse,1.0,2023-05-10,North,167.45,167.45,High
149,1391,Monitor,1.0,2023-04-25,South,1803.38,1803.38,High
150,2698,Keyboard,3.0,2025-08-07,South,214.24,642.72,High
151,1418,Laptop,4.0,2025-12-04,North,3900.16,15600.64,High
152,3336,Webcam,2.0,2023-08-04,West,115.26,230.52,High
153,1378,SSD,5.0,2025-04-27,South,408.87,2044.35,High
154,2796,Laptop,4.0,2024-11-19,East,2823.33,11293.32,High
155,4561,SSD,3.0,2025-09-29,North,282.64,847.92,High
156,3278,Keyboard,4.0,2023-09-22,North,73.69,294.76,High
157,4065,SSD,3.0,2024-09-08,North,436.14,1308.42,High
158,3088,Headphones,1.0,2023-10-28,South,391.9,391.9,High
159,4099,Phone,1.0,2025-09-11,East,1174.46,1174.46,High
160,3182,Headphones,4.0,2024-02-10,North,231.52,926.08,High
161,1200,Laptop,2.0,2023-06-10,West,4319.0,8638.0,High
162,2863,Webcam,5.0,2023-01-26,East,333.74,1668.7,High
163,1779,Mouse,3.0,2023-03-24,North,113.82,341.46,High
164,3977,Webcam,5.0,2023-06-22,North,127.68,638.4000000000001,High
166,4119,Keyboard,2.0,2025-03-04,North,117.87,235.74,High
167,1502,Headphones,2.0,2025-12-29,South,465.59,931.18,High
168,3454,Mouse,5.0,2025-04-14,West,132.14,660.6999999999999,High
169,4645,Headphones,1.0,2023-01-06,West,459.05,459.05,High
170,2751,Phone,5.0,2025-03-06,West,1601.97,8009.85,High
171,1804,Monitor,4.0,2024-06-08,South,1632.06,6528.24,High
172,3146,Mouse,2.0,2023-03-04,South,111.74,223.48,High
173,3731,Monitor,2.0,2025-11-02,West,626.02,1252.04,High
174,2895,Webcam,4.0,2025-01-30,East,105.55,422.2,High
175,3773,Phone,1.0,2023-07-24,South,2213.55,2213.55,High
176,2570,SSD,2.0,2025-06-15,South,433.33,866.66,High
177,1960,SSD,3.0,2023-02-09,South,275.61,826.83,High
178,4810,Monitor,3.0,2025-11-20,East,1635.76,4907.28,High
179,3660,Laptop,1.0,2025-05-26,West,2407.21,2407.21,High
180,2485,Webcam,4.0,2025-04-04,North,286.48,1145.92,High
181,3690,Monitor,5.0,2025-06-27,North,1984.23,9921.15,High
182,4840,Phone,1.0,2024-02-02,South,1055.03,1055.03,High
183,2028,Monitor,5.0,2024-09-25,North,712.92,3564.6,High
184,4289,Keyboard,1.0,2025-04-18,East,166.96,166.96,High
185,1502,Headphones,3.0,2024-08-22,East,421.33,1263.99,High
186,3814,Laptop,4.0,2024-09-16,South,2079.64,8318.56,High
187,1397,Keyboard,3.0,2025-07-26,East,174.92,524.76,High
188,1870,Keyboard,4.0,2025-06-02,South,70.79,283.16,High
189,3842,Phone,5.0,2024-02-29,East,1210.25,6051.25,High
190,1392,Headphones,1.0,2024-01-22,East,456.2,456.2,High
191,1206,Headphones,2.0,2025-09-30,North,469.43,938.86,High
192,2038,Mouse,2.0,2025-05-07,East,154.05,308.1,High
193,2881,Webcam,4.0,2024-09-14,South,100.85,403.4,High
194,4625,Laptop,4.0,2023-03-31,South,4360.29,17441.16,High
195,3939,Webcam,3.0,2024-01-20,North,218.31,654.9300000000001,High
197,4762,Laptop,3.0,2024-10-08,East,3259.07,9777.210000000001,High
198,4646,Mouse,5.0,2024-02-26,North,175.69,878.45,High
199,1863,Monitor,2.0,2025-05-23,East,1519.96,3039.92,High
200,3790,Keyboard,5.0,2023-02-22,West,175.01,875.05,High
201,4312,Laptop,1.0,2025-09-12,South,4502.86,4502.86,High
202,1563,Webcam,3.0,2025-10-10,North,337.72,1013.1600000000001,High
203,2020,Keyboard,4.0,2024-11-15,North,51.26,205.04,High
204,1095,Phone,2.0,2023-06-28,North,1614.1,3228.2,High
205,2923,Webcam,3.0,2023-10-20,North,93.52,280.56,High
206,2757,Monitor,4.0,2024-01-10,East,960.78,3843.12,High
208,4478,SSD,2.0,2025-12-13,East,574.82,1149.64,High
209,3278,Monitor,5.0,2025-03-06,North,863.1,4315.5,High
210,3796,Monitor,1.0,2023-01-16,North,532.14,532.14,High
211,2678,Keyboard,4.0,2023-06-25,North,150.58,602.32,High
212,4242,Phone,2.0,2023-05-09,North,1369.7,2739.4,High
213,1540,Phone,2.0,2025-06-02,North,1950.84,3901.68,High
214,2059,Laptop,1.0,2024-03-01,East,3485.17,3485.17,High
215,3572,Webcam,2.0,2023-12-20,East,207.63,415.26,High
216,2183,SSD,4.0,2025-01-19,North,253.3,1013.2,High
217,4910,Phone,1.0,2025-01-13,East,2208.42,2208.42,High
218,2722,Laptop,5.0,2025-10-23,North,2745.17,13725.85,High
219,4314,SSD,1.0,2024-04-23,North,174.63,174.63,High
220,4157,Headphones,1.0,2025-09-02,West,382.31,382.31,High
221,2819,Headphones,5.0,2023-02-13,West,258.67,1293.3500000000001,High
222,3625,SSD,4.0,2023-06-04,West,470.6,1882.4,High
223,3729,Headphones,3.0,2025-08-04,North,140.44,421.32,High
224,3604,Mouse,3.0,2025-07-16,West,194.27,582.8100000000001,High
225,2597,Phone,5.0,2023-04-09,East,1117.66,5588.3,High
226,4060,Mouse,4.0,2023-06-20,East,90.7,362.8,High
227,3693,Webcam,2.0,2023-05-28,West,233.91,467.82,High
228,1795,Phone,5.0,2023-05-03,West,2313.2,11566.0,High
229,2051,Laptop,3.0,2023-04-22,East,4167.62,12502.86,High
230,2643,Mouse,4.0,2025-10-19,West,54.62,218.48,High
231,4627,Mouse,1.0,2025-10-08,South,104.56,104.56,High
232,2363,Webcam,4.0,2023-03-09,East,253.73,1014.92,High
233,4869,Mouse,4.0,2025-04-07,North,149.36,597.44,High
234,2981,Monitor,3.0,2025-06-10,West,1357.72,4073.16,High
235,2354,Laptop,3.0,2025-10-25,East,3372.0,10116.0,High
236,2663,Headphones,2.0,2023-08-18,West,482.77,965.54,High
237,2529,Laptop,2.0,2023-06-09,South,3134.17,6268.34,High
238,3038,Monitor,5.0,2023-07-05,East,1980.76,9903.8,High
239,4419,Webcam,1.0,2025-10-10,South,383.29,383.29,High
240,2496,Webcam,2.0,2025-05-26,East,306.36,612.72,High
241,4302,Phone,3.0,2024-07-05,East,2300.44,6901.32,High
242,3237,Laptop,4.0,2023-05-27,North,3179.53,12718.12,High
243,4296,SSD,5.0,2024-03-11,South,411.66,2058.3,High
244,2408,SSD,2.0,2025-01-01,East,272.69,545.38,High
245,2400,Webcam,4.0,2023-03-01,South,363.4,1453.6,High
246,2306,Mouse,4.0,2025-04-22,South,110.07,440.28,High
247,3680,Webcam,2.0,2024-02-08,North,251.57,503.14,High
248,3675,Webcam,1.0,2025-05-30,North,356.66,356.66,High
249,1972,Webcam,1.0,2024-09-06,West,335.13,335.13,High
250,2768,Webcam,5.0,2023-12-02,West,182.96,914.8000000000001,High
251,2282,SSD,1.0,2025-04-10,East,189.34,189.34,High
252,4430,SSD,5.0,2023-10-12,North,222.94,1114.7,High
253,1709,Headphones,3.0,2023-05-09,East,269.55,808.6500000000001,High
254,2479,Headphones,2.0,2023-11-11,East,252.65,505.3,High
255,2434,Phone,4.0,2025-08-17,East,865.13,3460.52,High
256,1648,Webcam,5.0,2023-03-12,South,218.26,1091.3,High
257,1317,SSD,1.0,2023-12-11,North,197.63,197.63,High
258,4748,Laptop,5.0,2023-06-25,East,2662.67,13313.35,High
259,4296,Monitor,5.0,2025-06-02,South,1681.22,8406.1,High
260,4890,Phone,1.0,2023-05-23,West,1641.3,1641.3,High
261,2257,SSD,1.0,2025-07-19,East,317.83,317.83,High
262,1683,Laptop,2.0,2025-11-12,South,2556.31,5112.62,High
263,1663,Webcam,4.0,2023-06-30,East,357.21,1428.84,High
264,2998,Keyboard,2.0,2025-12-04,South,275.92,551.84,High
265,4898,Webcam,2.0,2023-04-02,North,245.98,491.96,High
266,4445,Headphones,1.0,2023-02-03,South,560.64,560.64,High
267,4743,Monitor,1.0,2024-11-08,North,1197.18,1197.18,High
268,2631,SSD,4.0,2025-01-28,North,198.26,793.04,High
269,2495,SSD,5.0,2024-01-17,North,157.67,788.3499999999999,High
270,4304,Mouse,2.0,2025-08-23,North,51.82,103.64,High
271,4763,Monitor,4.0,2024-01-22,North,1433.98,5735.92,High
272,2136,Mouse,2.0,2024-06-18,East,84.55,169.1,High
273,2853,Monitor,5.0,2023-07-19,North,1472.46,7362.3,High
274,2520,Headphones,2.0,2023-10-02,South,353.99,707.98,High
275,3489,Mouse,3.0,2024-05-15,South,86.61,259.83,High
276,1563,Laptop,4.0,2024-04-03,North,2656.04,10624.16,High
277,2291,Mouse,1.0,2023-02-19,West,43.78,43.78,Low
278,4581,Phone,2.0,2025-08-27,East,2130.06,4260.12,High
279,4878,Laptop,4.0,2025-09-14,West,4457.01,17828.04,High
280,4457,Phone,4.0,2024-06-15,South,1720.47,6881.88,High
281,4458,Webcam,2.0,2025-09-30,East,130.27,260.54,High
282,4184,Monitor,1.0,2024-09-19,West,895.29,895.29,High
283,2636,Laptop,1.0,2023-12-05,South,4865.44,4865.44,High
284,4696,Monitor,2.0,2025-12-12,East,838.91,1677.82,High
285,3999,Webcam,4.0,2023-01-04,East,98.18,392.72,High
286,4152,Keyboard,1.0,2023-10-08,West,187.51,187.51,High
287,1698,SSD,2.0,2023-03-14,North,267.86,535.72,High
288,3160,Monitor,2.0,2025-02-06,East,1936.15,3872.3,High
289,1001,Webcam,2.0,2025-08-28,North,263.93,527.86,High
290,1641,Monitor,4.0,2025-09-24,West,1948.72,7794.88,High
291,3267,Webcam,1.0,2023-07-27,East,331.38,331.38,High
292,2589,Phone,4.0,2023-09-17,West,2029.24,8116.96,High
293,1854,Webcam,3.0,2025-07-18,West,345.72,1037.16,High
294,2759,Mouse,1.0,2023-09-20,East,132.83,132.83,High
295,4296,Keyboard,4.0,2025-02-21,East,52.78,211.12,High
296,3432,Monitor,1.0,2024-05-19,East,1088.7,1088.7,High
297,4474,Webcam,3.0,2023-07-22,South,150.09,450.27,High
298,2661,Webcam,5.0,2023-02-21,South,218.98,1094.8999999999999,High
299,2153,Monitor,2.0,2023-12-29,North,1205.82,2411.64,High
300,2076,SSD,4.0,2023-02-14,South,207.52,830.08,High
301,2707,Keyboard,3.0,2025-04-06,West,55.86,167.57999999999998,High
302,3777,Keyboard,3.0,2025-02-27,North,84.55,253.64999999999998,High
303,2695,Webcam,1.0,2025-02-09,East,354.38,354.38,High
304,2733,Laptop,1.0,2023-05-22,North,4267.56,4267.56,High
305,2439,Phone,2.0,2025-03-07,South,2158.12,4316.24,High
306,3294,Keyboard,1.0,2023-02-06,North,119.08,119.08,High
307,1835,Keyboard,4.0,2023-02-14,South,109.02,436.08,High
308,4510,Headphones,4.0,2025-07-08,North,118.69,474.76,High
310,4255,Keyboard,5.0,2024-07-18,East,145.6,728.0,High
311,1122,Phone,4.0,2023-10-28,East,2221.01,8884.04,High
312,1400,Mouse,1.0,2023-10-15,East,145.92,145.92,High
313,1766,Mouse,1.0,2025-02-24,West,54.53,54.53,Low
314,1293,Monitor,4.0,2023-09-26,East,1980.73,7922.92,High
315,3327,Monitor,3.0,2025-03-01,North,1655.96,4967.88,High
316,4908,Monitor,3.0,2025-12-21,North,1580.36,4741.08,High
317,3931,Monitor,3.0,2024-08-03,North,824.92,2474.7599999999998,High
318,4681,Headphones,2.0,2025-07-24,South,552.58,1105.16,High
319,1197,Keyboard,5.0,2023-12-20,East,168.48,842.4,High
320,4029,Monitor,4.0,2025-08-25,West,946.48,3785.92,High
321,2930,Webcam,2.0,2023-03-12,East,289.55,579.1,High
322,4582,Laptop,3.0,2025-04-14,East,2635.26,7905.780000000001,High
323,3799,Monitor,4.0,2024-02-17,North,1861.35,7445.4,High
324,3191,Keyboard,2.0,2024-09-03,North,263.59,527.18,High
325,1608,Monitor,1.0,2025-12-20,West,1197.37,1197.37,High
326,4272,Headphones,3.0,2024-09-06,North,195.33,585.99,High
327,2147,Phone,2.0,2024-06-12,West,1644.06,3288.12,High
328,1186,Phone,1.0,2023-07-10,North,1053.53,1053.53,High
329,4397,Keyboard,3.0,2023-03-19,West,117.46,352.38,High
330,3511,Webcam,5.0,2025-06-07,East,234.47,1172.35,High
331,4420,Phone,3.0,2025-08-06,East,835.94,2507.82,High
332,2794,SSD,5.0,2023-01-17,West,494.58,2472.9,High
333,1659,Phone,5.0,2025-03-25,South,1134.76,5673.8,High
334,3811,Laptop,5.0,2024-03-09,North,4599.83,22999.15,High
335,4002,Keyboard,4.0,2025-12-02,North,55.56,222.24,High
336,2955,Webcam,4.0,2025-12-27,North,250.28,1001.12,High
337,3450,Keyboard,5.0,2023-07-31,South,244.16,1220.8,High
338,2369,Phone,1.0,2023-07-22,West,1204.51,1204.51,High
339,2986,Phone,5.0,2024-12-26,North,2002.84,10014.199999999999,High
340,2534,Phone,2.0,2023-04-19,West,2025.48,4050.96,High
341,1146,Mouse,5.0,2025-08-25,West,138.43,692.1500000000001,High
342,4219,Headphones,4.0,2023-10-11,East,282.13,1128.52,High
343,3911,Monitor,4.0,2025-07-29,West,1677.6,6710.4,High
344,2734,SSD,2.0,2025-01-06,East,432.8,865.6,High
345,2843,Headphones,2.0,2025-07-20,East,395.19,790.38,High
346,1488,Keyboard,3.0,2024-08-25,East,254.79,764.37,High
347,3976,SSD,1.0,2024-05-05,East,260.09,260.09,High
348,2959,Laptop,1.0,2023-01-19,North,2697.46,2697.46,High
349,2663,Monitor,1.0,2025-03-11,North,1079.67,1079.67,High
350,3598,Laptop,4.0,2025-01-29,East,2219.4,8877.6,High
351,3385,Webcam,1.0,2025-07-17,North,187.97,187.97,High
352,3919,Mouse,3.0,2023-10-25,West,99.07,297.21,High
353,1640,Keyboard,3.0,2024-12-05,East,173.76,521.28,High
354,2802,Mouse,1.0,2025-03-25,South,73.18,73.18,Low
355,3520,Keyboard,2.0,2025-03-13,North,276.71,553.42,High
356,2969,Laptop,3.0,2024-01-08,South,2855.24,8565.72,High
357,3198,Laptop,2.0,2025-07-16,South,4554.65,9109.3,High
358,2438,Laptop,4.0,2025-08-08,North,3334.86,13339.44,High
359,4369,Keyboard,3.0,2025-04-23,West,229.54,688.62,High
360,2634,Phone,2.0,2025-08-04,North,988.53,1977.06,High
361,1262,Laptop,1.0,2024-03-18,East,3633.91,3633.91,High
362,2787,Mouse,4.0,2023-05-22,North,193.34,773.36,High
363,3191,Webcam,5.0,2024-02-06,West,293.2,1466.0,High
364,3393,Monitor,5.0,2025-04-02,East,1730.43,8652.15,High
365,1623,Keyboard,1.0,2023-08-10,East,115.27,115.27,High
366,2016,SSD,4.0,2025-01-06,East,510.08,2040.32,High
367,4643,Mouse,4.0,2025-09-20,East,89.71,358.84,High
368,1880,Headphones,4.0,2023-04-23,North,342.54,1370.16,High
369,3049,Webcam,4.0,2025-12-29,South,140.15,560.6,High
370,3944,Headphones,5.0,2024-08-20,North,342.85,1714.25,High
371,2327,Monitor,2.0,2025-06-22,South,1273.55,2547.1,High
372,3301,Phone,4.0,2024-04-29,South,1857.96,7431.84,High
373,4723,Laptop,2.0,2024-07-04,West,4605.9,9211.8,High
374,1452,Keyboard,4.0,2025-10-30,North,126.21,504.84,High
376,2183,SSD,3.0,2024-10-23,West,531.46,1594.38,High
377,4062,Laptop,3.0,2023-03-08,West,3208.77,9626.31,High
378,3056,Mouse,4.0,2024-12-05,West,68.53,274.12,High
379,4304,Keyboard,2.0,2023-04-08,East,67.87,135.74,High
380,4170,Headphones,5.0,2025-12-16,North,217.18,1085.9,High
381,2682,Laptop,1.0,2023-03-29,West,4653.57,4653.57,High
382,3863,Monitor,5.0,2025-08-29,North,938.05,4690.25,High
383,3255,Phone,4.0,2024-10-14,North,1034.57,4138.28,High
384,2154,Monitor,3.0,2024-10-17,North,534.01,1602.03,High
385,1403,Phone,3.0,2025-06-30,East,1306.06,3918.18,High
386,3199,Webcam,2.0,2024-01-06,North,149.17,298.34,High
387,3101,Mouse,4.0,2024-01-10,East,47.37,189.48,High
388,4191,Laptop,5.0,2023-02-21,North,4853.26,24266.300000000003,High
389,2696,Laptop,4.0,2023-02-10,North,2802.87,11211.48,High
390,4991,Webcam,4.0,2025-03-26,South,81.98,327.92,High
392,1586,Headphones,5.0,2023-02-08,West,389.26,1946.3,High
393,2648,Keyboard,1.0,2025-11-02,West,70.7,70.7,Low
394,2443,Monitor,3.0,2025-06-18,North,547.13,1641.3899999999999,High
395,2445,Webcam,5.0,2024-09-12,West,114.51,572.5500000000001,High
396,1103,SSD,2.0,2023-04-14,East,416.17,832.34,High
397,4923,SSD,3.0,2025-01-12,South,177.84,533.52,High
398,1253,Mouse,2.0,2023-02-12,East,126.58,253.16,High
399,4298,Webcam,3.0,2023-07-28,West,288.81,866.4300000000001,High
400,4183,Monitor,4.0,2024-08-22,North,721.37,2885.48,High
401,3557,Monitor,5.0,2024-08-27,North,1232.65,6163.25,High
402,2496,Mouse,2.0,2024-04-20,South,193.86,387.72,High
403,1098,Mouse,3.0,2023-04-19,North,172.2,516.5999999999999,High
405,2884,Monitor,3.0,2024-02-13,East,1276.6,3829.7999999999997,High
406,3961,Keyboard,3.0,2025-02-09,West,148.57,445.71,High
407,2919,SSD,1.0,2024-09-24,South,353.15,353.15,High
408,1877,Keyboard,1.0,2023-03-18,North,241.15,241.15,High
409,1337,Phone,1.0,2023-04-05,East,1742.31,1742.31,High
410,4777,Webcam,2.0,2023-09-26,South,324.69,649.38,High
411,3869,Mouse,4.0,2023-12-27,West,194.88,779.52,High
412,4234,Laptop,3.0,2024-06-13,West,3921.54,11764.619999999999,High
413,4791,Keyboard,5.0,2024-11-13,West,200.78,1003.9,High
414,1956,Headphones,1.0,2023-06-11,East,303.08,303.08,High
415,2704,SSD,2.0,2024-04-09,South,238.54,477.08,High
416,1160,Laptop,2.0,2025-04-02,North,3122.6,6245.2,High
417,2603,Laptop,2.0,2024-07-01,East,3560.29,7120.58,High
418,3848,Keyboard,5.0,2023-02-21,West,58.71,293.55,High
419,1397,Headphones,5.0,2024-05-02,North,337.9,1689.5,High
